"altura","peso","imc","sexo","escolaridade","profissao","fumante","fumante.n","salario","carro","filho"
"326",1.43,52.13,25.49,"M","PósDoc","Humanas","não",0,3680.85,2,2
"327",1.61,59.33,22.89,"M","Analfabeto","Biológicas","não",0,2460.09,3,1
"328",1.4,51.19,26.12,"F","2º Grau","Humanas","não",0,2738.31,1,0
"329",1.61,59.51,22.96,"M","PósDoc","Biológicas","sim",1,2837.09,3,0
"330",1.44,52.4,25.27,"M","3º Grau","Biológicas","sim",1,1823.26,0,0
"331",1.53,56.17,24,"M","Doutorado","Humanas","sim",1,2394.44,3,0
"332",1.59,58.59,23.18,"F","3º Grau","Exatas","sim",1,2531.05,3,0
"333",1.45,52.93,25.17,"F","Analfabeto","Biológicas","sim",1,2419.28,1,1
"334",1.56,57.22,23.51,"F","1º Grau","Biológicas","não",0,2903.49,0,1
"335",1.49,54.65,24.62,"M","1º Grau","Humanas","não",0,3121.29,3,0
"336",1.39,50.46,26.12,"M","Doutorado","Biológicas","não",0,2932.78,2,1
"337",1.47,53.92,24.95,"F","1º Grau","Biológicas","não",0,3449.71,1,2
"338",1.66,61.48,22.31,"M","PósDoc","Biológicas","não",0,2567.78,3,2
"339",1.48,54.14,24.72,"M","Mestrado","Biológicas","sim",1,2527.74,0,2
"340",1.42,51.73,25.65,"M","1º Grau","Biológicas","não",0,2342.67,2,2
"341",1.49,54.78,24.67,"F","3º Grau","Humanas","sim",1,3260.82,2,2
"342",1.53,56.32,24.06,"M","Analfabeto","Humanas","não",0,2929.2,1,2
"343",1.6,58.82,22.98,"M","PósDoc","Humanas","não",0,3010.02,3,1
"344",1.61,59.58,22.99,"M","Analfabeto","Exatas","sim",1,2796.54,2,2
"345",1.51,55.4,24.3,"F","2º Grau","Biológicas","não",0,3502.72,2,0
"346",1.62,59.66,22.73,"F","PósDoc","Exatas","não",0,2514.9,2,0
"347",1.42,51.94,25.76,"F","1º Grau","Humanas","não",0,2991.64,1,2
"348",1.27,45.62,28.28,"M","PósDoc","Biológicas","sim",1,3015.41,1,0
"349",1.45,53.11,25.26,"F","Doutorado","Biológicas","sim",1,3652.85,0,2
"350",1.45,52.94,25.18,"M","Doutorado","Exatas","não",0,2913.83,2,0
"351",1.27,45.74,28.36,"F","Doutorado","Biológicas","não",0,3581.58,3,0
"352",1.56,57.25,23.52,"F","Analfabeto","Humanas","sim",1,2492.85,1,2
"353",1.42,51.86,25.72,"M","Doutorado","Humanas","não",0,2489.34,2,0
"354",1.48,54.1,24.7,"F","Analfabeto","Exatas","sim",1,3671.06,0,2
"355",1.34,48.65,27.09,"F","PósDoc","Biológicas","sim",1,2752.36,1,0
"356",1.55,57.19,23.8,"F","1º Grau","Exatas","sim",1,3505.21,2,2
"357",1.69,62.56,21.9,"M","Doutorado","Humanas","não",0,2556.41,0,1
"358",1.41,51.49,25.9,"M","Analfabeto","Exatas","sim",1,3314.09,0,2
"359",1.49,54.55,24.57,"F","PósDoc","Biológicas","não",0,2842.45,0,2
"360",1.69,62.79,21.98,"F","Mestrado","Exatas","sim",1,3246.88,1,0
"361",1.59,58.74,23.23,"M","Mestrado","Biológicas","não",0,3203.88,2,0
"362",1.69,62.65,21.94,"F","Analfabeto","Biológicas","não",0,3314.58,2,0
"363",1.5,54.98,24.44,"M","3º Grau","Biológicas","não",0,2541.8,2,1
"364",1.48,54.39,24.83,"F","1º Grau","Humanas","não",0,2814.8,0,1
"365",1.45,52.96,25.19,"F","1º Grau","Biológicas","sim",1,3463.27,0,2
"366",1.64,60.74,22.58,"F","3º Grau","Biológicas","sim",1,2419.92,2,2
"367",1.37,49.86,26.57,"M","3º Grau","Biológicas","sim",1,3045.51,2,1
"368",1.53,56.23,24.02,"M","2º Grau","Biológicas","não",0,2377.94,3,1
"369",1.5,54.81,24.36,"M","Doutorado","Biológicas","sim",1,3623.5,1,2
"370",1.73,64.01,21.39,"F","Doutorado","Humanas","sim",1,3338.98,2,0
"371",1.44,52.57,25.35,"M","3º Grau","Exatas","sim",1,3364.69,3,1
"372",1.35,48.96,26.86,"M","Analfabeto","Biológicas","não",0,3034.25,2,1
"373",1.52,55.93,24.21,"F","Mestrado","Exatas","sim",1,3271.72,3,1
"374",1.5,54.84,24.37,"F","2º Grau","Exatas","não",0,2848.77,2,1
"375",1.42,51.64,25.61,"M","Analfabeto","Exatas","não",0,3163.29,0,1
"376",1.51,55.53,24.35,"F","PósDoc","Exatas","não",0,2864.3,0,0
"377",1.47,53.9,24.94,"M","3º Grau","Exatas","sim",1,2524.67,1,2
"378",1.43,52.28,25.57,"M","2º Grau","Biológicas","não",0,3048.56,0,0
"379",1.55,57,23.73,"M","1º Grau","Exatas","não",0,2623.02,1,0
"380",1.47,53.67,24.84,"M","3º Grau","Exatas","sim",1,3310.1,1,2
"381",1.32,47.66,27.35,"M","3º Grau","Humanas","não",0,3601.89,0,2
"382",1.23,44.39,29.34,"M","Doutorado","Exatas","não",0,2958.51,3,0
"383",1.44,52.68,25.41,"M","2º Grau","Biológicas","não",0,2422.08,3,1
"384",1.65,60.82,22.34,"F","3º Grau","Exatas","não",0,3197.84,3,0
"385",1.58,58.35,23.37,"M","3º Grau","Humanas","não",0,3295.8,1,1
"386",1.62,59.86,22.81,"F","Mestrado","Humanas","não",0,2911.29,2,0
"387",1.6,58.93,23.02,"M","Analfabeto","Humanas","sim",1,3062.61,2,2
"388",1.53,56.26,24.03,"F","Mestrado","Humanas","não",0,3165.4,0,1
"389",1.35,48.97,26.87,"F","Analfabeto","Biológicas","sim",1,2859.03,0,1
"390",1.52,55.82,24.16,"F","Analfabeto","Exatas","sim",1,2542.95,3,2
"391",1.66,61.39,22.28,"F","PósDoc","Biológicas","sim",1,2733.34,1,2
"392",1.16,41.42,30.78,"M","PósDoc","Exatas","sim",1,2994.67,0,1
"393",1.42,51.87,25.72,"F","PósDoc","Humanas","sim",1,2391.22,3,1
"394",1.61,59.41,22.92,"F","1º Grau","Humanas","sim",1,2573.62,1,2
"395",1.55,57.11,23.77,"M","1º Grau","Exatas","não",0,3398.15,2,0
"396",1.58,58.16,23.3,"M","Doutorado","Humanas","sim",1,2913.52,0,1
"397",1.55,56.83,23.65,"F","1º Grau","Exatas","não",0,3188.34,3,2
"398",1.55,57.16,23.79,"M","Doutorado","Biológicas","não",0,3245.42,1,1
"399",1.5,55.06,24.47,"M","Doutorado","Biológicas","não",0,3652.31,1,2
"400",1.41,51.33,25.82,"F","1º Grau","Exatas","não",0,2789.86,1,0
"401",1.38,50.09,26.3,"F","2º Grau","Exatas","sim",1,2791.96,2,0
"402",1.5,55.14,24.51,"F","Mestrado","Exatas","não",0,2710.43,3,0
"403",1.46,53.31,25.01,"M","1º Grau","Biológicas","sim",1,3671.17,1,0
"404",1.41,51.4,25.85,"F","Mestrado","Humanas","sim",1,3037.1,0,0
"405",1.54,56.67,23.9,"F","3º Grau","Biológicas","não",0,3369.25,3,2
"406",1.52,55.61,24.07,"F","Doutorado","Biológicas","não",0,3247.84,0,2
"407",1.65,60.85,22.35,"M","Doutorado","Biológicas","sim",1,2475.36,2,0
"408",1.39,50.51,26.14,"M","3º Grau","Humanas","não",0,2700.14,0,0
"409",1.45,52.93,25.17,"F","Doutorado","Humanas","sim",1,2611.13,0,1
"410",1.49,54.7,24.64,"F","Mestrado","Biológicas","não",0,2998.28,0,1
"411",1.36,49.37,26.69,"F","3º Grau","Humanas","sim",1,2325.08,2,0
"412",1.47,53.86,24.92,"F","2º Grau","Exatas","sim",1,1876.88,3,1
"413",1.43,52.17,25.51,"M","2º Grau","Humanas","sim",1,3109.84,2,2
"414",1.29,46.41,27.89,"M","3º Grau","Humanas","não",0,3044.67,1,0
"415",1.47,53.86,24.92,"M","PósDoc","Exatas","sim",1,2998.36,1,1
"416",1.45,52.86,25.14,"F","Analfabeto","Biológicas","não",0,3733.54,1,0
"417",1.61,59.53,22.97,"F","Doutorado","Exatas","não",0,3076.25,3,2
"418",1.44,52.58,25.36,"M","Mestrado","Biológicas","sim",1,2868.14,0,1
"419",1.56,57.23,23.52,"M","Analfabeto","Exatas","não",0,3263.02,1,0
"420",1.51,55.57,24.37,"M","1º Grau","Exatas","não",0,2406.76,1,1
"421",1.38,50.05,26.28,"F","Doutorado","Humanas","sim",1,3184.64,1,0
"422",1.54,56.5,23.82,"F","1º Grau","Exatas","sim",1,2887.8,1,0
"423",1.49,54.58,24.58,"F","Mestrado","Exatas","não",0,2292.45,2,1
"424",1.52,55.66,24.09,"M","1º Grau","Humanas","não",0,3489.39,3,0
"425",1.57,57.63,23.38,"F","2º Grau","Exatas","sim",1,1922.05,2,1
"426",1.51,55.46,24.32,"F","3º Grau","Humanas","não",0,3067.94,0,1
"427",1.66,61.34,22.26,"F","1º Grau","Exatas","não",0,3009.92,0,0
"428",1.51,55.46,24.32,"F","1º Grau","Humanas","não",0,3090.59,2,1
"429",1.37,49.98,26.63,"F","Doutorado","Biológicas","não",0,3301.4,3,1
"430",1.57,57.97,23.52,"F","2º Grau","Exatas","não",0,3175.24,3,0
"431",1.38,50.11,26.31,"M","2º Grau","Exatas","sim",1,2617.14,1,1
"432",1.31,47.32,27.57,"M","Doutorado","Biológicas","sim",1,3168.09,1,2
"433",1.42,51.76,25.67,"F","Doutorado","Biológicas","não",0,3380.05,1,1
"434",1.43,52.02,25.44,"M","Mestrado","Biológicas","sim",1,2974.08,1,2
"435",1.44,52.57,25.35,"F","Analfabeto","Humanas","não",0,3455.96,0,2
"436",1.66,61.43,22.29,"M","2º Grau","Humanas","sim",1,2801.47,1,0
"437",1.66,61.54,22.33,"F","3º Grau","Humanas","não",0,3028.93,2,1
"438",1.57,57.9,23.49,"M","2º Grau","Humanas","sim",1,3868.08,0,0
"439",1.37,49.9,26.59,"M","2º Grau","Humanas","sim",1,2636.77,3,2
"440",1.5,55.09,24.48,"F","PósDoc","Exatas","não",0,2518.29,3,2
"441",1.55,56.95,23.7,"M","Analfabeto","Exatas","sim",1,2638.16,0,0
"442",1.49,54.45,24.53,"M","3º Grau","Exatas","sim",1,3246.3,3,0
"443",1.52,55.69,24.1,"F","1º Grau","Humanas","sim",1,2842.84,1,1
"444",1.41,51.22,25.76,"M","PósDoc","Humanas","não",0,3451.43,3,0
"445",1.37,49.85,26.56,"M","1º Grau","Humanas","sim",1,3084.98,3,2
"446",1.64,60.63,22.54,"F","2º Grau","Exatas","não",0,3295.45,2,0
"447",1.53,56.07,23.95,"M","PósDoc","Humanas","sim",1,2490.68,2,0
"448",1.46,53.37,25.04,"M","3º Grau","Exatas","sim",1,3029.59,2,2
"449",1.53,56.3,24.05,"M","Analfabeto","Exatas","sim",1,2998.57,3,1
"450",1.71,63.25,21.63,"M","Mestrado","Exatas","não",0,2526,1,1
"451",1.54,56.45,23.8,"M","3º Grau","Biológicas","não",0,2501.51,0,1
"452",1.64,60.65,22.55,"M","2º Grau","Exatas","sim",1,2374.46,0,0
"453",1.64,60.47,22.48,"M","Analfabeto","Humanas","sim",1,3105.46,2,1
"454",1.46,53.37,25.04,"F","3º Grau","Humanas","sim",1,2837.75,0,2
"455",1.58,58.05,23.25,"F","Analfabeto","Humanas","sim",1,3550.29,3,2
"456",1.43,52.4,25.62,"M","Doutorado","Biológicas","sim",1,2210.46,0,2
"457",1.35,49.11,26.95,"F","1º Grau","Biológicas","não",0,3445.28,0,0
"458",1.38,50.19,26.35,"M","PósDoc","Humanas","sim",1,2817.03,3,1
"459",1.49,54.41,24.51,"M","Doutorado","Humanas","não",0,2543.2,2,1
"460",1.68,62.19,22.03,"M","2º Grau","Biológicas","não",0,3617.42,2,2
"461",1.51,55.42,24.31,"F","Doutorado","Biológicas","não",0,2986.26,1,1
"462",1.42,51.79,25.68,"M","Doutorado","Humanas","sim",1,2677.45,1,0
"463",1.52,55.92,24.2,"M","PósDoc","Humanas","não",0,3145.22,2,2
"464",1.57,57.79,23.45,"F","Mestrado","Exatas","não",0,1758.4,1,2
"465",1.37,49.82,26.54,"M","2º Grau","Humanas","não",0,2792.63,3,1
"466",1.39,50.78,26.28,"F","Analfabeto","Biológicas","não",0,3171.23,2,1
"467",1.31,47.23,27.52,"M","Doutorado","Humanas","não",0,2814.9,2,0
"468",1.37,49.92,26.6,"F","2º Grau","Biológicas","não",0,3204.84,2,1
"469",1.41,51.45,25.88,"F","3º Grau","Humanas","sim",1,3513.43,2,0
"470",1.47,53.83,24.91,"M","PósDoc","Biológicas","não",0,3386.31,2,0
"471",1.64,60.64,22.55,"M","PósDoc","Humanas","não",0,2844.4,1,0
"472",1.59,58.55,23.16,"M","PósDoc","Biológicas","não",0,3511.52,0,1
"473",1.53,56.09,23.96,"F","3º Grau","Biológicas","não",0,2699.2,0,0
"474",1.44,52.73,25.43,"F","Analfabeto","Biológicas","sim",1,2756.38,3,2
"475",1.5,54.84,24.37,"F","3º Grau","Humanas","não",0,3187.88,2,2
"476",1.55,57.19,23.8,"F","Analfabeto","Exatas","sim",1,2574.36,1,1
"477",1.45,52.98,25.2,"F","2º Grau","Biológicas","não",0,3491.38,3,2
"478",1.61,59.24,22.85,"M","Analfabeto","Biológicas","não",0,3646.98,1,1
"479",1.61,59.39,22.91,"F","Doutorado","Biológicas","sim",1,2648.42,0,0
"480",1.38,50.33,26.43,"M","1º Grau","Biológicas","não",0,2320.12,3,1
"481",1.43,52.01,25.43,"F","Mestrado","Humanas","não",0,3422.13,3,0
"482",1.62,59.83,22.8,"F","Mestrado","Exatas","não",0,3347.08,1,2
"483",1.33,48.25,27.28,"M","3º Grau","Biológicas","sim",1,3622.38,2,0
"484",1.54,56.68,23.9,"F","3º Grau","Exatas","não",0,2822.97,1,2
"485",1.52,55.93,24.21,"M","Doutorado","Humanas","não",0,3301.9,1,1
"486",1.82,67.78,20.46,"M","Doutorado","Humanas","não",0,3144.87,1,2
"487",1.23,44.08,29.14,"F","3º Grau","Biológicas","sim",1,2955.97,3,2
"488",1.42,51.64,25.61,"M","3º Grau","Exatas","sim",1,2540.57,2,2
"489",1.57,57.7,23.41,"M","Mestrado","Humanas","sim",1,2935.84,3,1
"490",1.67,61.7,22.12,"F","PósDoc","Exatas","não",0,2556.24,0,1
"491",1.58,58.36,23.38,"F","Doutorado","Exatas","não",0,3810.2,1,2
"492",1.36,49.29,26.65,"F","Analfabeto","Biológicas","sim",1,2843.89,0,0
"493",1.72,63.96,21.62,"F","3º Grau","Exatas","sim",1,3218.71,3,1
"494",1.32,47.97,27.53,"M","Doutorado","Humanas","não",0,3152.89,0,1
"495",1.39,50.55,26.16,"F","1º Grau","Humanas","sim",1,3624.13,0,1
"496",1.5,54.83,24.37,"M","1º Grau","Biológicas","não",0,3266.74,3,0
"497",1.72,63.9,21.6,"M","3º Grau","Humanas","sim",1,3152.08,1,0
"498",1.55,57.03,23.74,"M","Analfabeto","Biológicas","não",0,2918.71,3,0
"499",1.57,57.92,23.5,"M","1º Grau","Humanas","sim",1,3034.73,2,0
"500",1.67,61.91,22.2,"M","PósDoc","Humanas","não",0,2749.23,3,1
"501",1.6,58.94,23.02,"M","3º Grau","Biológicas","sim",1,2697.01,2,1
"502",1.38,50.1,26.31,"M","2º Grau","Exatas","sim",1,3800.76,3,0
"503",1.57,57.84,23.47,"F","Analfabeto","Humanas","sim",1,2081.79,1,1
"504",1.49,54.56,24.58,"F","Mestrado","Humanas","não",0,2714.89,2,2
"505",1.68,62.13,22.01,"F","2º Grau","Exatas","sim",1,2915.88,1,2
"506",1.48,54.03,24.67,"F","2º Grau","Humanas","sim",1,3166.76,3,1
"507",1.35,48.89,26.83,"F","3º Grau","Biológicas","sim",1,3326.42,3,2
"508",1.55,56.97,23.71,"M","Doutorado","Humanas","sim",1,2875.93,3,1
"509",1.54,56.42,23.79,"M","PósDoc","Biológicas","não",0,3080.68,2,1
"510",1.5,54.93,24.41,"M","1º Grau","Biológicas","sim",1,2844.33,3,1
"511",1.39,50.77,26.28,"M","2º Grau","Humanas","não",0,3102.48,3,0
"512",1.42,51.64,25.61,"M","Doutorado","Biológicas","sim",1,3528.98,1,1
"513",1.5,54.95,24.42,"M","3º Grau","Humanas","sim",1,2729.93,1,1
"514",1.6,59.15,23.11,"M","Mestrado","Humanas","não",0,2797.64,3,0
"515",1.46,53.54,25.12,"F","2º Grau","Exatas","não",0,2400.78,2,1
"516",1.41,51.51,25.91,"M","PósDoc","Exatas","sim",1,3740.1,2,0
"517",1.23,44.18,29.2,"M","PósDoc","Exatas","sim",1,2779.78,0,1
"518",1.55,56.98,23.72,"F","Analfabeto","Humanas","não",0,2940.79,0,0
"519",1.54,56.71,23.91,"M","Analfabeto","Exatas","sim",1,3139.47,2,1
"520",1.63,60.24,22.67,"M","Mestrado","Exatas","não",0,2373.84,2,2
"521",1.65,60.87,22.36,"F","PósDoc","Exatas","sim",1,3335.95,3,2
"522",1.49,54.43,24.52,"M","Doutorado","Exatas","não",0,3285.96,1,1
"523",1.63,60.19,22.65,"F","Analfabeto","Humanas","não",0,3123.26,3,2
"524",1.5,55.01,24.45,"M","3º Grau","Biológicas","sim",1,2127.79,2,2
"525",1.43,52.29,25.57,"M","Mestrado","Exatas","não",0,3176.75,1,1
"526",1.42,51.61,25.6,"M","Mestrado","Biológicas","sim",1,2689.77,0,1
"527",1.47,53.61,24.81,"F","PósDoc","Exatas","não",0,3429.89,0,2
"528",1.52,55.91,24.2,"M","3º Grau","Humanas","não",0,3160.89,0,1
"529",1.5,54.89,24.4,"F","PósDoc","Humanas","sim",1,3620.29,1,0
"530",1.52,55.8,24.15,"M","Analfabeto","Humanas","não",0,2232.81,1,0
"531",1.52,55.8,24.15,"M","PósDoc","Humanas","não",0,3020.15,0,2
"532",1.57,57.86,23.47,"F","Analfabeto","Humanas","sim",1,3119.26,3,0
"533",1.47,53.91,24.95,"M","Mestrado","Humanas","não",0,2285.62,0,0
"534",1.66,61.54,22.33,"M","PósDoc","Humanas","sim",1,3098.09,2,2
"535",1.54,56.75,23.93,"F","Analfabeto","Biológicas","não",0,2595.94,2,0
"536",1.38,50.23,26.38,"M","1º Grau","Exatas","sim",1,3232.71,2,2
"537",1.47,53.89,24.94,"F","Doutorado","Biológicas","sim",1,2975.7,1,1
"538",1.55,57.06,23.75,"F","3º Grau","Biológicas","sim",1,3015.24,2,2
"539",1.46,53.36,25.03,"F","Mestrado","Biológicas","sim",1,3600.02,1,1
"540",1.53,56.38,24.08,"M","2º Grau","Exatas","não",0,2799.33,1,0
"541",1.54,56.74,23.92,"F","3º Grau","Biológicas","não",0,3427.27,0,1
"542",1.63,60.21,22.66,"M","Analfabeto","Biológicas","sim",1,3350.06,3,2
"543",1.43,52.39,25.62,"F","Mestrado","Humanas","sim",1,3123.81,0,0
"544",1.5,54.93,24.41,"M","1º Grau","Biológicas","não",0,3060.89,1,2
"545",1.44,52.73,25.43,"F","PósDoc","Humanas","sim",1,3156.15,0,2
"546",1.39,50.49,26.13,"M","Analfabeto","Exatas","não",0,3563.65,3,2
"547",1.32,47.6,27.32,"M","Analfabeto","Biológicas","sim",1,2760.61,1,1
"548",1.52,55.78,24.14,"M","2º Grau","Humanas","sim",1,2310.86,3,1
"549",1.56,57.41,23.59,"M","1º Grau","Biológicas","sim",1,3470.47,3,2
"550",1.56,57.56,23.65,"M","Mestrado","Biológicas","sim",1,3747.57,0,1
"551",1.36,49.44,26.73,"M","2º Grau","Humanas","não",0,2429.32,2,1
"552",1.39,50.48,26.13,"M","Analfabeto","Exatas","não",0,3121.11,3,0
"553",1.39,50.44,26.11,"F","Analfabeto","Humanas","sim",1,2474.58,3,1
"554",1.43,52.25,25.55,"M","Analfabeto","Biológicas","não",0,3210.81,3,2
"555",1.52,55.68,24.1,"M","1º Grau","Biológicas","sim",1,2557.67,2,1
"556",1.56,57.38,23.58,"M","Mestrado","Exatas","sim",1,2802.36,3,2
"557",1.42,51.74,25.66,"M","3º Grau","Humanas","não",0,2645.22,1,2
"558",1.21,43.54,29.74,"F","3º Grau","Biológicas","não",0,3076.32,0,1
"559",1.6,58.82,22.98,"F","Analfabeto","Biológicas","sim",1,3553.47,2,1
"560",1.56,57.46,23.61,"F","1º Grau","Biológicas","sim",1,3021.57,2,2
"561",1.43,52.2,25.53,"M","Doutorado","Exatas","não",0,2508.11,3,0
"562",1.39,50.71,26.25,"F","1º Grau","Exatas","sim",1,3129.6,0,2
"563",1.47,53.8,24.9,"M","Analfabeto","Exatas","sim",1,3084.58,3,2
"564",1.51,55.43,24.31,"M","Doutorado","Humanas","sim",1,3963.18,0,0
"565",1.57,57.89,23.49,"M","1º Grau","Humanas","não",0,3239.28,3,2
"566",1.64,60.56,22.52,"M","PósDoc","Humanas","sim",1,3639.74,2,1
"567",1.42,51.6,25.59,"F","3º Grau","Biológicas","sim",1,2566.78,0,2
"568",1.53,56.16,23.99,"F","3º Grau","Exatas","sim",1,2467.63,0,1
"569",1.63,60.34,22.71,"M","Mestrado","Humanas","não",0,3236.52,0,1
"570",1.41,51.39,25.85,"M","Analfabeto","Exatas","não",0,2534.74,2,0
"571",1.48,54.11,24.7,"F","1º Grau","Exatas","sim",1,2602.63,0,0
"572",1.32,47.91,27.5,"M","PósDoc","Exatas","sim",1,3846.13,3,2
"573",1.53,56.15,23.99,"M","Analfabeto","Biológicas","não",0,3702.05,0,0
"574",1.44,52.44,25.29,"F","2º Grau","Exatas","sim",1,3364.34,0,2
"575",1.41,51.3,25.8,"F","2º Grau","Exatas","não",0,3286.24,2,1
"576",1.42,51.88,25.73,"M","PósDoc","Exatas","não",0,3176.36,3,2
"577",1.54,56.78,23.94,"F","2º Grau","Humanas","não",0,2638.93,3,0
"578",1.28,46.35,28.29,"F","Mestrado","Exatas","não",0,3106.12,1,1
"579",1.46,53.3,25,"F","PósDoc","Biológicas","não",0,3083.55,2,2
"580",1.4,50.95,25.99,"M","Mestrado","Humanas","sim",1,3621.97,0,0
"581",1.4,51.15,26.1,"M","2º Grau","Exatas","sim",1,2589.03,3,1
"582",1.55,56.9,23.68,"M","1º Grau","Humanas","não",0,2448.6,2,0
"583",1.54,56.41,23.79,"M","PósDoc","Biológicas","não",0,2434.26,3,0
"584",1.49,54.57,24.58,"F","Analfabeto","Humanas","não",0,3373.64,0,0
"585",1.55,57.15,23.79,"F","Doutorado","Exatas","não",0,3135.99,0,1
"586",1.44,52.59,25.36,"F","Analfabeto","Humanas","não",0,2612.61,2,2
"587",1.3,46.91,27.76,"M","1º Grau","Humanas","não",0,3565.99,3,1
"588",1.62,59.62,22.72,"F","2º Grau","Biológicas","sim",1,3252.03,3,0
"589",1.48,54.08,24.69,"F","Mestrado","Biológicas","sim",1,2442.52,0,1
"590",1.46,53.54,25.12,"M","2º Grau","Exatas","sim",1,3543.17,3,1
"591",1.52,55.63,24.08,"F","Mestrado","Exatas","sim",1,2194.22,1,2
"592",1.58,58.06,23.26,"F","3º Grau","Exatas","sim",1,3184.22,3,1
"593",1.54,56.7,23.91,"M","Mestrado","Exatas","não",0,3143.46,2,1
"594",1.59,58.71,23.22,"F","3º Grau","Biológicas","não",0,2909.18,1,0
"595",1.5,55.18,24.52,"M","3º Grau","Biológicas","não",0,3184.6,1,2
"596",1.45,52.98,25.2,"M","Doutorado","Exatas","sim",1,3230.58,0,2
"597",1.47,53.8,24.9,"M","3º Grau","Humanas","sim",1,2971.78,3,1
"598",1.58,58.29,23.35,"M","Mestrado","Exatas","sim",1,3245.21,3,2
"599",1.42,51.6,25.59,"F","2º Grau","Biológicas","sim",1,3701.05,1,0
"600",1.4,51.19,26.12,"M","PósDoc","Biológicas","não",0,2728.59,0,0
"601",1.53,56.25,24.03,"F","1º Grau","Exatas","não",0,3397.01,1,0
"602",1.56,57.45,23.61,"F","PósDoc","Exatas","não",0,3183.06,0,2
"603",1.33,48.24,27.27,"F","Doutorado","Biológicas","não",0,3450.09,0,2
"604",1.58,58.14,23.29,"F","Analfabeto","Biológicas","não",0,2936.05,0,2
"605",1.5,55.05,24.47,"F","PósDoc","Humanas","não",0,3434.18,0,1
"606",1.48,54.27,24.78,"F","1º Grau","Biológicas","não",0,2929.18,1,2
"607",1.61,59.43,22.93,"M","Doutorado","Humanas","sim",1,3579.33,3,0
"608",1.65,60.92,22.38,"F","1º Grau","Biológicas","não",0,2950.04,2,1
"609",1.39,50.41,26.09,"M","Doutorado","Biológicas","não",0,2884.47,1,2
"610",1.6,59.05,23.07,"F","Doutorado","Exatas","não",0,2879.49,0,0
"611",1.44,52.47,25.3,"M","PósDoc","Biológicas","não",0,3086.29,0,2
"612",1.51,55.53,24.35,"M","3º Grau","Humanas","sim",1,2984.64,3,0
"613",1.55,56.92,23.69,"F","Mestrado","Humanas","não",0,2743.58,3,2
"614",1.51,55.53,24.35,"F","1º Grau","Humanas","não",0,2683.72,1,2
"615",1.35,49.15,26.97,"M","Mestrado","Humanas","sim",1,3243.07,1,2
"616",1.45,52.97,25.19,"F","Mestrado","Humanas","não",0,3153.68,3,2
"617",1.65,61.16,22.46,"F","Doutorado","Biológicas","não",0,2926.95,2,0
"618",1.52,55.69,24.1,"M","2º Grau","Biológicas","sim",1,2512.98,1,1
"619",1.42,51.66,25.62,"F","2º Grau","Biológicas","sim",1,2699.9,1,0
"620",1.43,52.38,25.61,"M","1º Grau","Humanas","não",0,2685.78,0,2
"621",1.61,59.23,22.85,"F","Analfabeto","Humanas","sim",1,2878.52,0,1
"622",1.53,56.38,24.08,"F","2º Grau","Humanas","não",0,2632.19,1,0
"623",1.41,51.41,25.86,"F","PósDoc","Humanas","sim",1,2797.49,2,1
"624",1.5,55.03,24.46,"F","Doutorado","Humanas","sim",1,3374.16,2,0
"625",1.56,57.39,23.58,"M","1º Grau","Humanas","não",0,2664,3,0
"626",1.67,61.89,22.19,"F","2º Grau","Exatas","sim",1,2286.41,3,2
"627",1.41,51.47,25.89,"F","2º Grau","Biológicas","não",0,2462.63,0,1
"628",1.46,53.48,25.09,"M","Mestrado","Exatas","sim",1,2983.06,1,2
"629",1.6,58.98,23.04,"F","3º Grau","Biológicas","não",0,2578.93,3,2
"630",1.45,53.16,25.28,"F","Mestrado","Exatas","não",0,2456.17,0,1
"631",1.65,60.84,22.35,"M","2º Grau","Biológicas","sim",1,3251.27,1,2
"632",1.6,59.17,23.11,"F","Mestrado","Humanas","sim",1,3088.45,2,0
"633",1.33,48.36,27.34,"F","2º Grau","Humanas","não",0,2827.93,1,0
"634",1.54,56.7,23.91,"M","Mestrado","Humanas","não",0,2568.73,3,2
"635",1.36,49.32,26.67,"F","Doutorado","Exatas","sim",1,2926.83,0,1
"636",1.35,49.14,26.96,"F","Analfabeto","Humanas","sim",1,2710.83,3,1
"637",1.51,55.28,24.24,"F","3º Grau","Exatas","não",0,3341.58,3,1
"638",1.51,55.23,24.22,"M","Analfabeto","Humanas","sim",1,2916.94,2,1
"639",1.5,54.87,24.39,"F","Mestrado","Biológicas","não",0,3983.29,1,2
"640",1.63,60.06,22.61,"M","Doutorado","Biológicas","não",0,3443.17,1,1
"641",1.53,56.18,24,"F","Analfabeto","Humanas","não",0,3418.57,2,2
"642",1.43,52.31,25.58,"M","2º Grau","Biológicas","não",0,2512.01,3,0
"643",1.51,55.48,24.33,"M","1º Grau","Humanas","não",0,2901.83,2,1
"644",1.45,52.94,25.18,"M","1º Grau","Humanas","sim",1,1781.79,1,2
"645",1.49,54.73,24.65,"M","3º Grau","Humanas","não",0,2642.52,3,1
"646",1.39,50.41,26.09,"F","1º Grau","Biológicas","não",0,2288.23,1,1
"647",1.49,54.54,24.57,"M","PósDoc","Biológicas","não",0,3019.9,1,1
"648",1.51,55.41,24.3,"M","Doutorado","Biológicas","sim",1,3407.61,2,0
"649",1.43,52.19,25.52,"F","Doutorado","Biológicas","não",0,3101.83,3,1
"650",1.5,55.16,24.52,"M","2º Grau","Biológicas","sim",1,3241.98,2,2
